IdR,nom_repas,date_repas,adr_repas,nom_chevalier_dame
731,Déjeuner des preux #1242,2014-10-06,"438, boulevard Bertin, 15255 Bertin-les-Bains",Jean Robert
732,Souper d'apparat #1388,2000-12-05,"70, rue de Navarro, 20951 Mallet",Louis Imbert-Schmitt
733,Souper d'apparat #8223,2024-12-15,"73, chemin Aimé Olivier, 97348 Saint Catherine",Grégoire Giraud
734,Festin des chevaliers #6928,2000-06-18,"336, avenue Labbé, 62194 Alves",Michelle Neveu de la Bertrand
735,Déjeuner des preux #4051,2024-12-13,"rue de Moulin, 81337 Legendre",Gilbert Tessier
736,Banquet royal #8853,2005-06-27,"555, boulevard de Coulon, 91498 Roy",Robert Dias
737,Agapes fraternelles #1030,2016-09-26,"59, chemin Lebreton, 59690 CostaVille",Adrienne Blot-Muller
738,Banquet royal #8397,2012-05-16,"50, rue Guyon, 23897 Vaillant",Susan Aubry
739,Banquet royal #4759,2024-07-22,"24, rue Humbert, 13511 Leleu-la-Forêt",Marc Coste
740,Agapes fraternelles #7589,2016-07-30,"rue Luce Lacombe, 47925 Andre",Olivier Fournier
741,Festin des chevaliers #9628,2023-05-21,"66, avenue Verdier, 66819 Saint AlexandrieVille",Adrienne de Barre
742,Banquet royal #3930,2002-07-05,"636, boulevard de Mallet, 59794 Sainte Margueriteb",Adélaïde Renard
743,Dîner de gala #2115,2019-03-18,"829, avenue de Aubert, 55290 Paul",Christelle Klein
744,Banquet royal #8745,2018-06-28,"87, chemin de Moreno, 81162 Hoareau-sur-Allain",Raymond Allard-Hamel
745,Agapes fraternelles #5213,2021-06-17,"chemin Aimée Chartier, 38498 Adam-sur-Renaud",Charles De Sousa
746,Déjeuner des preux #4487,2019-05-04,"464, chemin Antoine Roche, 65290 Hamel",Émilie Auger
747,Souper d'apparat #1728,2004-08-04,"boulevard Perrot, 97327 Pereira-sur-Mer",Henri Pascal
748,Déjeuner des preux #1834,2022-03-08,"33, avenue Gosselin, 43506 Leconte",Julien-Théophile Guilbert
749,Dîner de gala #5038,2023-12-15,"75, rue Sabine Deschamps, 19461 Lelièvre",Jules Le Louis
750,Dîner de gala #2450,2020-01-23,"77, avenue Rocher, 59245 Saint Audrey-sur-Mer",Michel Louis
751,Agapes fraternelles #7618,2023-04-19,"14, rue de Pons, 03397 Saint Margaud",Antoine Rocher
752,Souper d'apparat #924,2019-04-23,"3, boulevard Tanguy, 18585 Perez",Émile Marion
753,Festin des chevaliers #8776,2023-06-06,"74, avenue Ledoux, 41795 Ferreira-sur-Hebert",Philippe Vincent-Hamel
754,Déjeuner des preux #4302,2006-02-19,"581, avenue Patricia Weiss, 97411 Barbe",David Teixeira
755,Dîner de gala #4886,2007-09-21,"81, chemin Franck Marie, 20668 Gosselin",Marcel Salmon
756,Agapes fraternelles #6377,2023-08-17,"40, rue de Bonnin, 94434 Saint Xavier",Manon Le Morel
757,Dîner de gala #9981,2019-12-07,"4, rue Rossi, 85631 Boutin-sur-Chevallier",Luc Chrétien
758,Banquet royal #4315,2017-07-20,"51, rue Michelle Roy, 88307 Chevalier",Caroline Bourdon
759,Agapes fraternelles #6975,2005-11-12,"691, rue Maréchal, 18354 Seguin",Joseph du Robert
760,Souper d'apparat #5789,2001-05-07,"7, chemin Salmon, 83445 Breton-sur-Lefèvre",Noël Lagarde
761,Agapes fraternelles #6611,2013-11-29,"39, chemin Pierre Leduc, 67852 Saint Jules-les-Bai",Aimé Denis
762,Banquet royal #1138,2015-06-13,"198, avenue Denis, 81219 BourgeoisVille",Josette Germain
763,Souper d'apparat #4469,2015-05-07,"23, avenue Leclerc, 81904 Lemonnier-la-Forêt",Claire Mahe
764,Agapes fraternelles #9131,2000-08-28,"73, avenue de Thomas, 41684 Sainte Maryse",Emmanuelle Georges-Boulay
765,Agapes fraternelles #7297,2007-12-18,"1, avenue de Auger, 79987 Lenoir",Pénélope de la Roche
766,Dîner de gala #1758,2007-10-29,"44, chemin de De Sousa, 36760 Collet",Marcel Grenier-Langlois
767,Souper d'apparat #4983,2010-04-18,"33, chemin de Jean, 49514 Saint Michèle-les-Bains",Nicole-Victoire Guibert
768,Souper d'apparat #5341,2009-03-02,"avenue Vidal, 72152 Saint Dorothéedan",Stéphane Nicolas
769,Festin des chevaliers #7805,2013-09-04,"87, rue Giraud, 05677 Marion",Geneviève Joubert
770,Dîner de gala #7072,2012-10-31,"46, rue de Lévy, 91714 Besnard",Susan Barbe
771,Agapes fraternelles #9796,2010-07-07,"483, avenue de Pierre, 23941 Saint Aurélie",Aimé Perret
772,Déjeuner des preux #271,2013-03-09,"99, boulevard Zacharie Vaillant, 80191 Jacob",Honoré Monnier
773,Souper d'apparat #5754,2010-02-20,"rue Costa, 71569 RossiBourg",Diane Clément-Bouchet
774,Banquet royal #3562,2007-03-11,"85, rue Lemoine, 05411 Allard-les-Bains",Margot Le Perez
775,Souper d'apparat #8568,2002-11-21,"511, chemin Brigitte Cordier, 31119 Launay",Richard-Paul Le Roux
776,Déjeuner des preux #1485,2019-10-01,"rue Pauline Maillot, 15934 Maillot",Patrick Leblanc
777,Festin des chevaliers #8432,2004-10-25,"86, rue Jeanne Lambert, 83198 Thomas",Joseph Delmas
778,Déjeuner des preux #6795,2017-12-18,"40, rue Édouard Pinto, 24891 Loiseau",Denise Dupuis
779,Agapes fraternelles #6525,2008-12-18,"53, rue de Morel, 86323 Sainte Augustin",Tristan Salmon
780,Dîner de gala #132,2003-11-11,"58, rue Diane Breton, 36720 Sainte Henriettedan",Simone Berthelot
781,Dîner de gala #3780,2016-10-23,"chemin de Robert, 78951 Clément",Matthieu Hubert-Tanguy
782,Déjeuner des preux #9926,2021-05-30,"22, chemin Charlotte Masse, 71700 Delattre",Agnès-Marcelle François
783,Banquet royal #1487,2002-06-08,"12, rue de Laine, 07102 Perez",Daniel-Martin Boulay
784,Festin des chevaliers #2680,2000-09-10,"17, chemin Gomes, 91742 Hebertboeuf",Alex Cohen
785,Festin des chevaliers #5026,2005-09-07,"728, rue de Chrétien, 97684 Arnaud",Michel Chauvin
786,Festin des chevaliers #6039,2016-05-25,"3, rue Astrid Marion, 61832 Gauthierboeuf",Daniel de la Rolland
787,Festin des chevaliers #2721,2023-12-17,"30, chemin de Huet, 45343 Bonneau-sur-Andre",Élise Leclercq
788,Dîner de gala #1515,2017-07-24,"5, rue Françoise Lebrun, 30604 Lenoir-les-Bains",Matthieu Lemoine du Teixeira
789,Agapes fraternelles #8973,2010-08-01,"21, boulevard de Guillet, 17562 Guillaume",Alexandre Lecoq
790,Souper d'apparat #8682,2011-02-26,"19, rue Josette Lesage, 01603 Da Costaboeuf",Marcel Poirier
791,Dîner de gala #8105,2005-06-09,"71, chemin de Boucher, 90136 Sainte Paul-les-Bains",Nathalie Fischer
792,Banquet royal #4710,2012-02-24,"avenue Rodriguez, 04801 Saint Henriette",Michèle Olivier
793,Banquet royal #3901,2004-11-27,"48, rue Margaret Allard, 56571 Lefebvre-sur-Mer",Franck Pichon-Launay
794,Dîner de gala #7130,2010-01-11,"84, avenue Marchal, 62121 Lefebvreboeuf",Michelle Lacroix
795,Banquet royal #4171,2020-04-03,"13, rue Albert, 74186 Dumont-sur-Mer",Thérèse Ribeiro
796,Souper d'apparat #3881,2021-03-10,"833, rue de Valette, 74210 Guillon",Théodore Courtois Le Gay
797,Dîner de gala #6092,2024-06-14,"74, avenue Bernard Clerc, 06569 ClémentBourg",Lucas Caron
798,Souper d'apparat #998,2013-12-05,"44, avenue Evrard, 46400 Sainte Henriette-sur-Mer",Audrey Letellier de Joubert
799,Banquet royal #5731,2002-01-09,"336, avenue de Noël, 32384 CohenVille",Madeleine Maréchal
800,Dîner de gala #5795,2011-05-10,"99, boulevard Michelle Le Roux, 86721 Bouchet",Chantal-Claudine Dupré
801,Déjeuner des preux #2943,2010-05-26,"43, avenue Lacombe, 20327 GirardVille",Jeannine du Denis
802,Banquet royal #4643,2009-07-13,"3, boulevard de Renard, 12305 Georges-la-Forêt",Louis-Nicolas Tanguy
803,Banquet royal #1602,2013-11-23,"10, boulevard Dubois, 82101 Leleu",Claudine Marchand
804,Festin des chevaliers #4914,2018-02-25,"44, boulevard Matthieu Legendre, 93906 Turpin",Gérard-Théophile Brunel
805,Déjeuner des preux #9735,2002-07-22,"rue Roux, 38598 Munoz",Denise-Sophie Didier
806,Banquet royal #1352,2004-06-26,"56, rue de Cousin, 87459 Sainte André",Danielle de Cousin
807,Déjeuner des preux #3926,2021-05-03,"20, rue de Le Gall, 01992 Rodriguez-sur-Bernard",Marc Bousquet
808,Dîner de gala #5079,2023-11-10,"230, chemin Adrien Blanchet, 90323 Hernandez",René-François Dufour
809,Agapes fraternelles #7735,2002-05-26,"44, avenue de Mahe, 72228 Blotdan",Claude Robin
810,Agapes fraternelles #653,2016-11-01,"74, avenue de Berthelot, 29714 Lagardenec",Antoinette de la Hamon
811,Souper d'apparat #2942,2011-05-17,"7, chemin Torres, 31201 Aubry-la-Forêt",Monique de Gomez
812,Festin des chevaliers #4713,2004-11-19,"avenue de Aubry, 57431 Saint Océane-sur-Mer",Luc de la Lemonnier
813,Festin des chevaliers #1321,2018-10-18,"7, rue Louise François, 45724 Breton",Josette Brun
814,Dîner de gala #9735,2012-03-03,"14, chemin Rousseau, 47583 Baron",Franck Dos Santos
815,Festin des chevaliers #1130,2006-01-04,"89, chemin Denis Noël, 01311 Schneider-sur-Chevali",Martine Voisin
816,Dîner de gala #7293,2000-11-12,"94, rue de Hamon, 60506 Diallo",Marthe Gilbert
817,Déjeuner des preux #2802,2000-03-03,"9, rue Chauvin, 22810 Thibault",Susan-Isabelle Gomez
818,Souper d'apparat #605,2015-10-14,"864, chemin Constance Leleu, 54163 Meyer-sur-Lebon",Gilbert Bodin-Monnier
819,Souper d'apparat #7907,2016-07-09,"84, chemin Legrand, 91464 Berger",Sophie de la Paris
820,Souper d'apparat #3720,2005-04-26,"8, avenue de Bouchet, 15595 Pottiernec",Margaret Mary
821,Agapes fraternelles #4038,2014-02-01,"47, avenue Faivre, 69718 Saint Dominique",Adèle Gallet
822,Dîner de gala #6432,2015-01-07,"51, rue Auger, 84540 Texier",Luc Le Bertin
823,Banquet royal #4656,2022-10-01,"208, boulevard Lucas Perrot, 86728 Moreaunec",Jean Le Roux
824,Souper d'apparat #2812,2002-06-22,"64, boulevard René Loiseau, 57857 Gilbert",Auguste Leclercq de Da Costa
825,Dîner de gala #3895,2024-01-22,"68, avenue Petit, 29896 Marindan",Noël du Boulay
826,Agapes fraternelles #3513,2006-03-29,"56, rue Alexandre Fernandez, 30518 Paul-sur-Auger",Marc Simon-Paris
827,Festin des chevaliers #8160,2015-07-09,"49, chemin Philippe, 40957 MullerBourg",David Laine
828,Agapes fraternelles #2479,2023-05-31,"43, boulevard de Vidal, 22354 PetitBourg",Brigitte Brunel-Mahe
829,Banquet royal #5002,2009-07-01,"13, rue Anaïs Léger, 49324 Jean-les-Bains",Anne Pottier Le Rocher
830,Souper d'apparat #1749,2022-09-06,"728, avenue Danielle Antoine, 97247 Sainte Paulett",Margot Vasseur
831,Dîner de gala #4454,2020-06-12,"69, chemin Gimenez, 66714 Delorme",Philippe-Julien Jacob
832,Festin des chevaliers #7627,2022-03-02,"72, rue Costa, 10404 Lesage",Yves Perrot
833,Déjeuner des preux #8366,2011-04-24,"25, rue de Grenier, 01961 Bouchet",Guy Moulin
834,Festin des chevaliers #5138,2018-07-16,"32, chemin Gomez, 58409 Saint Christine",Christiane-Lucy Dumont
835,Dîner de gala #538,2005-06-24,"928, avenue de Camus, 32265 Michelnec",Danielle de la Lefebvre
836,Souper d'apparat #4700,2004-06-26,"92, boulevard Pichon, 07484 Saint ArthurVille",Hélène Jourdan
837,Dîner de gala #9365,2007-08-21,"88, chemin Frédérique Maurice, 82106 Samsonboeuf",Michèle Jourdan du Paris
838,Agapes fraternelles #7628,2001-05-20,"874, rue de Hamel, 10199 Fischer-sur-Noël",Victor Dias
839,Déjeuner des preux #8951,2021-08-05,"84, boulevard Ledoux, 64519 Sainte AugusteBourg",Alexandre Diaz
840,Déjeuner des preux #3969,2010-07-08,"91, rue Christelle Goncalves, 12837 Schneider",Bertrand-Étienne Thierry
841,Dîner de gala #9498,2021-12-14,"55, rue Chrétien, 47441 Toussaintdan",Margaux Clerc
842,Festin des chevaliers #2799,2006-08-04,"194, avenue Jeannine Guyot, 94844 Bailly-sur-Hardy",François-Robert Evrard
843,Agapes fraternelles #4085,2019-11-20,"avenue de Gimenez, 56560 Lamy-sur-Mathieu",Andrée Lenoir
844,Agapes fraternelles #6146,2017-07-12,"avenue Valentine Georges, 41291 Sainte Dorothéeboe",Julie Renard
845,Dîner de gala #255,2021-06-01,"746, chemin de Lévêque, 54831 Étienne",Marcelle de la Allard
846,Banquet royal #8356,2007-02-23,"975, rue Théodore Huet, 26277 Couturier",Emmanuel Perrier
847,Souper d'apparat #3345,2013-10-14,"26, rue Alexandre, 39913 Gillet",Daniel Alexandre-Mace
848,Banquet royal #6519,2024-10-23,"51, boulevard Élisabeth Dos Santos, 97471 Menard-s",Arnaude Devaux Le Parent
849,Dîner de gala #2085,2005-03-03,"7, chemin Charrier, 37759 Sainte MarieVille",David Pons de la Auger
850,Banquet royal #6451,2015-06-17,"16, chemin Constance Blin, 51999 Saint Williamdan",Geneviève Bouvet
851,Banquet royal #987,2012-01-05,"36, chemin Marin, 36281 Benoit",Laetitia Benoit
852,Dîner de gala #8686,2016-02-20,"rue Perrin, 12529 Hardy",Martine-Marcelle Ramos
853,Agapes fraternelles #2902,2023-05-21,"60, rue Marine Dupuy, 30829 Sainte Édith",Alexandre Hervé de la Humbert
854,Agapes fraternelles #5864,2008-12-29,"13, chemin Simon, 02522 Le Goffnec",Geneviève-Margaret Perrin
855,Banquet royal #2931,2005-11-28,"479, rue Rivière, 97431 Mace",Honoré Lelièvre
856,Déjeuner des preux #3266,2024-12-03,"21, boulevard de Leleu, 61441 Ledoux-les-Bains",Céline-Jeanne Laporte
857,Festin des chevaliers #9480,2004-10-01,"rue Aubert, 07767 Cousinboeuf",Antoine Mace
858,Agapes fraternelles #6161,2021-09-18,"67, avenue Aimée Moreno, 01861 Jacquetboeuf",André Moreau
859,Banquet royal #6465,2003-06-17,"65, boulevard Aimée Lacombe, 74742 Boucher",Adèle Pinto du Hamel
860,Souper d'apparat #8418,2017-12-22,"685, rue Inès De Sousa, 19304 Cordier-les-Bains",Gabriel Hoarau-Lebreton
861,Banquet royal #4569,2007-03-14,"avenue de Renaud, 86232 Grégoire",Christiane de la Guyon
862,Dîner de gala #6227,2014-03-23,"5, rue Marguerite Wagner, 60480 Benoit",Michèle de la Mary
863,Festin des chevaliers #9928,2017-09-06,"90, boulevard Christine Lefort, 46681 Saint Yves-s",Marcel Thibault
864,Banquet royal #7016,2020-03-31,"7, avenue Camille Vaillant, 17237 Renard-sur-Vasse",Noël Le Bazin
865,Festin des chevaliers #4893,2003-07-13,"boulevard Margaud Menard, 02928 Bailly",Michelle-Laurence Boutin
866,Festin des chevaliers #9014,2018-12-03,"36, boulevard de Faivre, 12140 Royerdan",Andrée Le Clerc
867,Souper d'apparat #4220,2005-11-08,"10, rue Adélaïde Lefèvre, 69142 Hervé",Michelle Ferreira
868,Agapes fraternelles #7448,2007-09-23,"84, rue Fernandes, 65664 Lemaire",Hugues Leleu
869,Souper d'apparat #3019,2002-01-06,"855, avenue Barbe, 86309 Saint GuillaumeVille",Émile de Peron
870,Souper d'apparat #1738,2008-10-11,"2, rue Roux, 79206 Saint Sophie",Susan-Élise Hamon
871,Agapes fraternelles #1400,2011-03-02,"93, boulevard de Pinto, 54402 Saint Étienne-sur-Me",Guy Lambert
872,Agapes fraternelles #1491,2016-05-02,"79, rue Brigitte Leleu, 18844 Saint Luc-la-Forêt",Daniel Hardy Le Renault
873,Festin des chevaliers #2477,2016-09-17,"79, avenue de Bouvier, 02512 Jourdan",Rémy Giraud
874,Festin des chevaliers #5182,2012-09-26,"24, rue Lucas, 04800 FournierVille",Richard-Rémy Samson
875,Déjeuner des preux #7445,2023-09-12,"rue Marc De Sousa, 97363 Duval-sur-Jacquot",Xavier Morel
876,Banquet royal #5972,2013-12-13,"52, avenue Benjamin Gay, 39778 Rodriguesboeuf",Amélie de Vincent
877,Festin des chevaliers #348,2002-05-14,"81, boulevard Turpin, 16208 Duprénec",Lorraine Schneider-Millet
878,Dîner de gala #9879,2024-01-07,"2, boulevard de Lesage, 28503 Thierry",Aurore Ruiz
879,Festin des chevaliers #372,2019-09-29,"rue Hoareau, 85634 Bernier",Louis Gay
880,Dîner de gala #5046,2003-10-31,"56, rue Mallet, 97257 Olliviernec",Élisabeth de Fournier
881,Souper d'apparat #8487,2015-01-05,"652, boulevard Timothée Lemonnier, 34610 Leclerc",Aurore Dupuy
882,Agapes fraternelles #2212,2024-02-04,"33, chemin de Roux, 07413 Sainte Claudenec",Christelle Aubert
883,Souper d'apparat #1732,2010-06-14,"86, avenue Tristan Mallet, 37361 Schmitt",Adrienne de la Léger
884,Déjeuner des preux #9323,2009-10-02,"395, avenue Claire Hardy, 73929 JeanBourg",Roland Traore
885,Banquet royal #7260,2005-01-15,"58, avenue de Bouchet, 93831 PerretBourg",Adrienne Fernandes de Nicolas
886,Déjeuner des preux #2841,2004-12-17,"boulevard Normand, 82143 Saint Patricia",Pierre Laurent Le Berthelot
887,Déjeuner des preux #112,2011-08-26,"chemin Sophie Le Goff, 07984 Mace-sur-Navarro",Vincent Valentin
888,Souper d'apparat #2569,2023-02-10,"544, rue de Leclerc, 70600 Bodindan",Henriette Perrin
889,Festin des chevaliers #3507,2010-10-22,"4, chemin Masse, 47630 Fabre-les-Bains",Dorothée De Sousa-Roche
890,Festin des chevaliers #4679,2002-04-02,"66, avenue de Pages, 74404 Fernandes-sur-Cordier",Aurore Turpin-Colin
891,Souper d'apparat #5174,2011-11-26,"4, rue Louise Le Goff, 20653 Delmas",Frédéric Michaud-Costa
892,Dîner de gala #771,2000-12-24,"846, avenue de Lebrun, 60716 Monnierboeuf",Agnès Parent
893,Agapes fraternelles #8283,2020-12-31,"rue Grondin, 97143 Morel",Timothée Robin
894,Souper d'apparat #3241,2019-08-03,"83, boulevard de Guyon, 62427 Briand-sur-Bonnin",Philippine du Collet
895,Dîner de gala #1300,2007-07-26,"avenue de Robin, 85943 Aubert",Diane Jourdan
896,Banquet royal #1029,2019-11-19,"147, chemin de Besnard, 64271 Saint Christophedan",Virginie Chevalier
897,Souper d'apparat #5689,2001-07-27,"87, rue Julien Dupuy, 83754 Sainte Léon",Sébastien Peltier
898,Banquet royal #3390,2020-12-10,"452, boulevard Jérôme Neveu, 54817 GaillardVille",Jeannine Weber
899,Agapes fraternelles #1359,2005-06-22,"430, boulevard Prévost, 18298 Saint AntoinetteVill",Nathalie Samson
900,Déjeuner des preux #6309,2020-06-25,"69, boulevard Isaac Couturier, 81446 Lombard",Robert du Michel
901,Dîner de gala #4437,2018-11-30,"42, avenue Marques, 58860 Sainte Bernard",Raymond Étienne-Hervé
902,Déjeuner des preux #5437,2023-05-24,"358, rue de Delmas, 29557 Guérin-sur-Sauvage",Laetitia Pascal de la Bouvet
903,Banquet royal #1770,2007-06-11,"365, boulevard Christelle Turpin, 77148 Bodin",Tristan Morel
904,Agapes fraternelles #728,2017-02-10,"6, boulevard Lacroix, 42629 Foucher-la-Forêt",Lucy Fournier de la Toussaint
905,Banquet royal #9180,2021-08-11,"50, rue Boyer, 18241 Adam",Adrienne Paris
906,Agapes fraternelles #8196,2015-11-02,"18, boulevard Anouk Ribeiro, 58581 Joly",Jean Roussel
907,Agapes fraternelles #1678,2005-10-18,"98, rue Raymond, 14459 Coulon-sur-Turpin",Mathilde-Claude Faure
908,Banquet royal #3499,2012-08-24,"6, boulevard Andre, 81431 Lefort",Anouk Leconte
909,Déjeuner des preux #9481,2008-04-17,"29, chemin Henriette Neveu, 65557 MoreauBourg",Gérard Loiseau
910,Festin des chevaliers #8925,2016-12-04,"63, avenue Pascal, 14643 Ruiz",Yves Merle du Pottier
911,Agapes fraternelles #8895,2012-02-08,"65, rue Rocher, 14175 JeanBourg",Grégoire Morin
912,Agapes fraternelles #709,2019-02-24,"52, boulevard Luce Renaud, 36902 Garnier",Jérôme Garnier
913,Souper d'apparat #8526,2001-12-04,"179, rue Blanchet, 04404 Morvan-sur-Blanc",Antoine Bertrand-Leclerc
914,Festin des chevaliers #7717,2014-08-19,"64, rue Rémy Lucas, 84965 Millet",Marc Rousset
915,Agapes fraternelles #2031,2018-06-27,"89, avenue de Benard, 97281 Delannoy",Olivier-Gérard Nguyen
916,Souper d'apparat #6546,2007-01-04,"123, rue Daniel, 97413 Bertrand",Claudine Blanc
917,Agapes fraternelles #27,2007-12-01,"762, avenue Hélène Hebert, 93276 Thomas-sur-Navarr",Hugues-Lucas Ledoux
918,Banquet royal #4665,2013-04-08,"738, avenue Navarro, 49710 Bertrand",Matthieu Chauveau
919,Déjeuner des preux #9173,2020-01-26,"87, chemin Foucher, 90752 Lacombe-sur-Guyot",Dominique Leroy
920,Agapes fraternelles #8498,2020-06-17,"56, rue Leclerc, 97217 Sainte David",Alix de Samson
921,Déjeuner des preux #5510,2020-02-13,"40, avenue Jean Lefebvre, 80452 Leroux",Tristan du Robert
922,Dîner de gala #3308,2024-01-14,"36, chemin Perrin, 77519 Gilbert",Dorothée Besson
923,Agapes fraternelles #8613,2014-07-08,"4, boulevard Rey, 60808 Gilles-sur-Mer",Yves Pottier du Gaillard
924,Agapes fraternelles #2155,2021-05-15,"83, avenue Hoareau, 74868 Devaux",Michèle François de la Philippe
925,Dîner de gala #3388,2014-11-29,"31, chemin Alphonse Pereira, 78961 Pierre",Michèle Da Costa
926,Banquet royal #8258,2008-02-04,"96, rue Alexandre Rémy, 62665 Besson",Anne Descamps
927,Festin des chevaliers #313,2019-07-30,"rue Céline Daniel, 26376 Dumont",Grégoire Seguin
928,Souper d'apparat #7165,2013-07-24,"718, chemin Dubois, 50826 Perrinboeuf",Xavier Valette
